Year,State,Nominal Sales Per Capital FAH ,Nominal Sales Per Capital FAFH,Total nominal food sales per capita,Constant dollar sales per capita FAH,Constant dollar sales per capita FAFH,Total constant dollar food sales per capita
1997,Alabama,"1,402.66",830.93,"2,233.59","1,034.48",644.63,"1,679.11"
1998,Alabama,"1,436.63",881.93,"2,318.56","1,039.80",666.79,"1,706.58"
1999,Alabama,"1,525.26",941.93,"2,467.19","1,083.10",694.89,"1,778.00"
2000,Alabama,"1,553.83","1,016.75","2,570.58","1,079.08",732.78,"1,811.86"
2001,Alabama,"1,605.38",970.99,"2,576.37","1,079.51",680.08,"1,759.59"
2002,Alabama,"1,570.10","1,016.82","2,586.92","1,042.56",694.61,"1,737.17"
2003,Alabama,"1,607.18","1,085.97","2,693.15","1,044.57",726.37,"1,770.94"
2004,Alabama,"1,652.36","1,182.38","2,834.74","1,034.72",768.07,"1,802.80"
2005,Alabama,"1,806.21","1,258.34","3,064.55","1,109.61",792.48,"1,902.09"
2006,Alabama,"1,835.88","1,329.61","3,165.50","1,108.57",812.17,"1,920.74"
2007,Alabama,"1,848.83","1,391.84","3,240.66","1,071.20",820.32,"1,891.51"
2008,Alabama,"1,863.23","1,409.04","3,272.28","1,014.61",795.39,"1,810.00"
2009,Alabama,"1,782.06","1,394.78","3,176.84",965.90,760.88,"1,726.78"
2010,Alabama,"1,832.98","1,419.84","3,252.83",990.22,764.82,"1,755.05"
2011,Alabama,"1,901.74","1,488.67","3,390.41",980.29,783.58,"1,763.87"
2012,Alabama,"2,041.39","1,557.15","3,598.54","1,026.97",796.94,"1,823.91"
2013,Alabama,"2,112.05","1,634.87","3,746.91","1,053.00",819.22,"1,872.23"
2014,Alabama,"2,186.80","1,764.63","3,951.43","1,064.83",863.25,"1,928.08"
2015,Alabama,"2,257.89","1,902.46","4,160.35","1,086.77",904.80,"1,991.57"
2016,Alabama,"2,267.64","1,988.81","4,256.44","1,106.00",922.12,"2,028.12"
2017,Alabama,"2,331.24","2,099.21","4,430.45","1,139.29",951.11,"2,090.40"
2018,Alabama,"2,402.33","2,188.32","4,590.65","1,168.78",966.09,"2,134.87"
2019,Alabama,"2,405.47","2,260.49","4,665.96","1,160.08",968.07,"2,128.14"
2020,Alabama,"2,539.24","1,933.36","4,472.60","1,183.20",801.11,"1,984.32"
1997,Alaska,"1,213.87","1,028.80","2,242.67",895.24,798.14,"1,693.38"
1998,Alaska,"1,568.86","1,091.81","2,660.68","1,135.50",825.47,"1,960.97"
1999,Alaska,"1,634.47","1,130.06","2,764.53","1,160.65",833.68,"1,994.33"
2000,Alaska,"1,797.81","1,194.14","2,991.95","1,248.51",860.63,"2,109.14"
2001,Alaska,"1,964.39","1,250.55","3,214.94","1,320.92",875.89,"2,196.81"
2002,Alaska,"1,547.33","1,279.73","2,827.07","1,027.44",874.21,"1,901.65"
2003,Alaska,"1,346.67","1,351.94","2,698.61",875.26,904.26,"1,779.52"
2004,Alaska,"1,596.69","1,446.18","3,042.88",999.86,939.44,"1,939.30"
2005,Alaska,"1,662.58","1,520.61","3,183.19","1,021.38",957.65,"1,979.03"
2006,Alaska,"1,751.68","1,583.31","3,334.99","1,057.72",967.14,"2,024.86"
2007,Alaska,"1,904.50","1,645.00","3,549.50","1,103.46",969.53,"2,072.98"
2008,Alaska,"2,218.16","1,680.02","3,898.18","1,207.88",948.36,"2,156.24"
2009,Alaska,"2,166.48","1,583.40","3,749.88","1,174.26",863.78,"2,038.04"
2010,Alaska,"2,230.64","1,639.98","3,870.62","1,205.05",883.40,"2,088.45"
2011,Alaska,"2,342.16","1,742.37","4,084.53","1,207.32",917.11,"2,124.43"
2012,Alaska,"2,610.51","1,867.22","4,477.73","1,313.28",955.63,"2,268.92"
2013,Alaska,"2,474.31","1,900.55","4,374.86","1,233.61",952.36,"2,185.97"
2014,Alaska,"2,421.14","2,085.20","4,506.34","1,178.94","1,020.07","2,199.01"
2015,Alaska,"2,312.16","2,229.03","4,541.19","1,112.89","1,060.11","2,173.00"
2016,Alaska,"2,205.88","2,245.99","4,451.87","1,075.88","1,041.37","2,117.25"
2017,Alaska,"2,163.83","2,372.65","4,536.48","1,057.48","1,075.00","2,132.48"
2018,Alaska,"2,192.51","2,583.74","4,776.24","1,066.70","1,140.66","2,207.36"
2019,Alaska,"2,283.06","2,820.79","5,103.85","1,101.04","1,208.02","2,309.06"
2020,Alaska,"2,432.63","2,342.36","4,774.98","1,133.52",970.59,"2,104.11"
1997,Arizona,"1,284.90","1,007.64","2,292.53",947.62,781.72,"1,729.34"
1998,Arizona,"1,262.66","1,084.07","2,346.73",913.88,819.62,"1,733.50"
1999,Arizona,"1,264.74","1,131.08","2,395.82",898.10,834.44,"1,732.54"
2000,Arizona,"1,167.21","1,147.73","2,314.94",810.58,827.18,"1,637.76"
2001,Arizona,"1,140.56","1,155.67","2,296.23",766.95,809.44,"1,576.39"
2002,Arizona,"1,148.01","1,195.99","2,344.00",762.29,817.00,"1,579.29"
2003,Arizona,"1,164.92","1,258.26","2,423.18",757.13,841.60,"1,598.73"
2004,Arizona,"1,202.70","1,346.89","2,549.59",753.14,874.94,"1,628.08"
2005,Arizona,"1,301.96","1,401.94","2,703.91",799.84,882.92,"1,682.76"
2006,Arizona,"1,310.76","1,454.08","2,764.84",791.48,888.20,"1,679.68"
2007,Arizona,"1,417.01","1,517.62","2,934.63",821.00,894.45,"1,715.45"
2008,Arizona,"1,639.96","1,517.43","3,157.38",893.03,856.58,"1,749.60"
2009,Arizona,"1,785.86","1,495.18","3,281.05",967.96,815.66,"1,783.62"
2010,Arizona,"1,918.14","1,533.30","3,451.43","1,036.23",825.94,"1,862.16"
2011,Arizona,"2,119.24","1,652.19","3,771.43","1,092.41",869.65,"1,962.05"
2012,Arizona,"2,319.81","1,735.31","4,055.12","1,167.04",888.12,"2,055.16"
2013,Arizona,"2,314.66","1,882.03","4,196.69","1,154.02",943.08,"2,097.10"
2014,Arizona,"2,338.87","2,048.95","4,387.82","1,138.88","1,002.33","2,141.21"
2015,Arizona,"2,331.02","2,233.80","4,564.82","1,121.97","1,062.38","2,184.35"
2016,Arizona,"2,325.93","2,566.62","4,892.55","1,134.43","1,190.03","2,324.46"
2017,Arizona,"2,288.83","2,755.94","5,044.77","1,118.56","1,248.67","2,367.23"
2018,Arizona,"2,374.62","2,846.02","5,220.63","1,155.30","1,256.45","2,411.75"
2019,Arizona,"2,419.25","2,921.79","5,341.04","1,166.72","1,251.27","2,418.00"
2020,Arizona,"2,637.92","2,397.63","5,035.56","1,229.18",993.49,"2,222.68"
1997,Arkansas,"1,234.14",758.34,"1,992.49",910.19,588.32,"1,498.51"
1998,Arkansas,"1,300.41",790.62,"2,091.02",941.20,597.75,"1,538.95"
1999,Arkansas,"1,342.14",833.24,"2,175.38",953.06,614.71,"1,567.77"
2000,Arkansas,"1,353.86",859.45,"2,213.31",940.20,619.41,"1,559.61"
2001,Arkansas,"1,449.91",922.68,"2,372.60",974.97,646.25,"1,621.22"
2002,Arkansas,"1,425.44",955.11,"2,380.54",946.50,652.45,"1,598.95"
2003,Arkansas,"1,520.42","1,000.35","2,520.77",988.19,669.10,"1,657.29"
2004,Arkansas,"1,636.96","1,069.90","2,706.85","1,025.08",695.00,"1,720.08"
2005,Arkansas,"1,830.68","1,131.46","2,962.14","1,124.64",712.57,"1,837.21"
2006,Arkansas,"1,842.80","1,183.64","3,026.44","1,112.74",723.01,"1,835.75"
2007,Arkansas,"1,787.24","1,242.76","3,030.00","1,035.51",732.46,"1,767.97"
2008,Arkansas,"1,782.55","1,288.39","3,070.94",970.67,727.29,"1,697.96"
2009,Arkansas,"1,613.82","1,242.74","2,856.56",874.71,677.94,"1,552.66"
2010,Arkansas,"1,657.71","1,275.22","2,932.93",895.53,686.92,"1,582.45"
2011,Arkansas,"1,732.54","1,346.33","3,078.87",893.07,708.65,"1,601.73"
2012,Arkansas,"1,873.67","1,434.06","3,307.73",942.60,733.95,"1,676.54"
2013,Arkansas,"1,864.43","1,533.71","3,398.14",929.55,768.54,"1,698.08"
2014,Arkansas,"1,907.98","1,684.08","3,592.06",929.07,823.84,"1,752.91"
2015,Arkansas,"1,914.05","1,808.88","3,722.93",921.27,860.29,"1,781.56"
2016,Arkansas,"1,843.87","1,886.58","3,730.45",899.32,874.72,"1,774.04"
2017,Arkansas,"1,912.81","1,982.30","3,895.11",934.80,898.14,"1,832.94"
2018,Arkansas,"2,035.73","2,098.89","4,134.62",990.42,926.61,"1,917.03"
2019,Arkansas,"1,920.74","2,109.02","4,029.75",926.31,903.20,"1,829.50"
2020,Arkansas,"2,063.65","1,825.68","3,889.33",961.59,756.50,"1,718.09"
1997,California,"1,326.32","1,058.96","2,385.28",978.17,821.54,"1,799.71"
1998,California,"1,337.98","1,106.20","2,444.18",968.39,836.35,"1,804.74"
1999,California,"1,383.33","1,146.54","2,529.88",982.32,845.84,"1,828.16"
2000,California,"1,397.46","1,211.04","2,608.49",970.48,872.81,"1,843.28"
2001,California,"1,456.02","1,250.56","2,706.59",979.08,875.90,"1,854.98"
2002,California,"1,539.16","1,325.63","2,864.78","1,022.01",905.56,"1,927.57"
2003,California,"1,546.11","1,391.30","2,937.41","1,004.89",930.59,"1,935.48"
2004,California,"1,570.98","1,494.80","3,065.78",983.76,971.02,"1,954.78"
2005,California,"1,635.57","1,576.11","3,211.67","1,004.78",992.61,"1,997.38"
2006,California,"1,690.81","1,686.33","3,377.14","1,020.97","1,030.06","2,051.03"
2007,California,"1,772.11","1,740.90","3,513.00","1,026.75","1,026.05","2,052.79"
2008,California,"1,848.77","1,764.18","3,612.96","1,006.73",995.87,"2,002.60"
2009,California,"1,787.79","1,734.19","3,521.98",969.01,946.04,"1,915.05"
2010,California,"1,791.94","1,756.79","3,548.73",968.05,946.32,"1,914.37"
2011,California,"1,923.30","1,862.16","3,785.46",991.40,980.17,"1,971.57"
2012,California,"1,950.19","1,931.60","3,881.79",981.09,988.58,"1,969.68"
2013,California,"2,045.24","2,058.85","4,104.09","1,019.69","1,031.68","2,051.37"
2014,California,"2,181.71","2,204.21","4,385.92","1,062.36","1,078.29","2,140.64"
2015,California,"2,230.27","2,447.76","4,678.03","1,073.48","1,164.14","2,237.62"
2016,California,"2,295.11","2,631.08","4,926.19","1,119.40","1,219.91","2,339.32"
2017,California,"2,430.54","2,836.75","5,267.30","1,187.82","1,285.28","2,473.10"
2018,California,"2,521.61","2,894.70","5,416.31","1,226.82","1,277.94","2,504.76"
2019,California,"2,619.26","3,037.88","5,657.13","1,263.18","1,300.99","2,564.17"
2020,California,"2,818.31","2,670.79","5,489.09","1,313.24","1,106.68","2,419.91"
1997,Colorado,"1,743.13","1,212.81","2,955.94","1,285.57",940.89,"2,226.46"
1998,Colorado,"1,746.00","1,274.79","3,020.79","1,263.71",963.81,"2,227.52"
1999,Colorado,"1,849.36","1,336.06","3,185.42","1,313.25",985.66,"2,298.91"
2000,Colorado,"1,800.97","1,355.52","3,156.50","1,250.70",976.94,"2,227.65"
2001,Colorado,"1,858.14","1,418.20","3,276.33","1,249.47",993.31,"2,242.78"
2002,Colorado,"1,904.25","1,487.42","3,391.67","1,264.44","1,016.09","2,280.52"
2003,Colorado,"1,973.90","1,533.01","3,506.91","1,282.92","1,025.38","2,308.30"
2004,Colorado,"1,929.22","1,647.69","3,576.91","1,208.09","1,070.34","2,278.44"
2005,Colorado,"2,059.90","1,724.74","3,784.64","1,265.46","1,086.21","2,351.67"
2006,Colorado,"2,051.74","1,807.11","3,858.85","1,238.91","1,103.84","2,342.75"
2007,Colorado,"2,126.54","1,881.66","4,008.19","1,232.10","1,109.00","2,341.11"
2008,Colorado,"2,262.67","1,893.74","4,156.40","1,232.12","1,069.00","2,301.12"
2009,Colorado,"2,261.37","1,869.42","4,130.79","1,225.69","1,019.81","2,245.51"
2010,Colorado,"2,360.05","1,929.18","4,289.23","1,274.96","1,039.19","2,314.14"
2011,Colorado,"2,477.38","2,059.87","4,537.25","1,277.02","1,084.23","2,361.25"
2012,Colorado,"2,726.26","2,179.94","4,906.19","1,371.51","1,115.68","2,487.20"
2013,Colorado,"2,757.13","2,333.46","5,090.59","1,374.62","1,169.28","2,543.90"
2014,Colorado,"2,924.29","2,538.03","5,462.31","1,423.94","1,241.59","2,665.53"
2015,Colorado,"2,901.24","2,819.31","5,720.55","1,396.43","1,340.85","2,737.27"
2016,Colorado,"2,944.74","3,053.55","5,998.29","1,436.25","1,415.80","2,852.04"
2017,Colorado,"2,994.27","3,266.10","6,260.37","1,463.32","1,479.81","2,943.13"
2018,Colorado,"3,051.50","3,484.56","6,536.06","1,484.62","1,538.35","3,022.97"
2019,Colorado,"3,064.21","3,586.48","6,650.70","1,477.77","1,535.93","3,013.70"
2020,Colorado,"3,320.28","3,000.62","6,320.90","1,547.14","1,243.35","2,790.49"
1997,Connecticut,"1,760.83","1,093.58","2,854.41","1,298.63",848.39,"2,147.02"
1998,Connecticut,"1,785.46","1,140.77","2,926.23","1,292.27",862.48,"2,154.75"
1999,Connecticut,"1,573.10","1,161.37","2,734.48","1,117.08",856.79,"1,973.86"
2000,Connecticut,"1,604.98","1,191.23","2,796.21","1,114.60",858.53,"1,973.12"
2001,Connecticut,"1,657.72","1,224.71","2,882.43","1,114.71",857.79,"1,972.50"
2002,Connecticut,"1,672.28","1,295.56","2,967.84","1,110.41",885.02,"1,995.43"
2003,Connecticut,"1,791.52","1,373.27","3,164.79","1,164.39",918.53,"2,082.92"
2004,Connecticut,"1,889.39","1,571.48","3,460.87","1,183.15","1,020.83","2,203.98"
2005,Connecticut,"2,015.56","1,663.35","3,678.91","1,238.22","1,047.55","2,285.77"
2006,Connecticut,"2,107.63","1,751.36","3,858.99","1,272.66","1,069.79","2,342.45"
2007,Connecticut,"2,236.18","1,840.92","4,077.10","1,295.63","1,085.00","2,380.62"
2008,Connecticut,"2,339.51","1,752.69","4,092.20","1,273.96",989.38,"2,263.34"
2009,Connecticut,"2,382.90","1,674.06","4,056.96","1,291.56",913.24,"2,204.80"
2010,Connecticut,"2,354.28","1,682.38","4,036.66","1,271.84",906.24,"2,178.08"
2011,Connecticut,"2,431.28","1,764.68","4,195.96","1,253.25",928.86,"2,182.11"
2012,Connecticut,"2,506.46","1,874.02","4,380.48","1,260.94",959.11,"2,220.05"
2013,Connecticut,"2,612.29","1,981.12","4,593.41","1,302.41",992.73,"2,295.14"
2014,Connecticut,"2,673.89","2,092.99","4,766.88","1,302.02","1,023.88","2,325.90"
2015,Connecticut,"2,705.11","2,274.45","4,979.55","1,302.02","1,081.71","2,383.74"
2016,Connecticut,"2,744.03","2,489.43","5,233.46","1,338.35","1,154.24","2,492.59"
2017,Connecticut,"2,816.88","2,717.95","5,534.83","1,376.63","1,231.45","2,608.08"
2018,Connecticut,"2,791.29","2,847.69","5,638.98","1,358.02","1,257.19","2,615.20"
2019,Connecticut,"2,885.91","3,003.00","5,888.91","1,391.78","1,286.05","2,677.83"
2020,Connecticut,"3,070.30","2,626.63","5,696.93","1,430.65","1,088.38","2,519.04"
1997,Delaware,"1,520.03","1,161.08","2,681.11","1,121.03",900.76,"2,021.79"
1998,Delaware,"1,484.55","1,254.80","2,739.35","1,074.48",948.69,"2,023.17"
1999,Delaware,"1,632.67","1,299.59","2,932.26","1,159.38",958.75,"2,118.13"
2000,Delaware,"1,667.22","1,355.07","3,022.29","1,157.82",976.62,"2,134.43"
2001,Delaware,"1,793.41","1,412.88","3,206.29","1,205.95",989.59,"2,195.53"
2002,Delaware,"1,789.42","1,435.22","3,224.64","1,188.19",980.42,"2,168.61"
2003,Delaware,"1,793.36","1,478.95","3,272.30","1,165.58",989.21,"2,154.79"
2004,Delaware,"1,950.51","1,581.90","3,532.41","1,221.42","1,027.60","2,249.03"
